"time","[u]","[v]","[w]"
5.4271354675293,-9.83134841918945,-8.20085906982422,30.5560836791992
5.52763795852661,-7.79849576950073,-5.82944107055664,28.6541481018066
5.62814092636108,-6.46743822097778,-5.90987634658813,25.4189071655273
5.7286434173584,-6.71120595932007,-7.71196174621582,23.2876987457275
5.82914590835571,-8.30735969543457,-10.326416015625,23.8072032928467
5.92964839935303,-10.1974697113037,-11.5302534103394,27.4749164581299
6.03015089035034,-10.2796125411987,-9.02479457855225,30.6879844665527
6.13065338134766,-8.25522518157959,-5.98182249069214,29.4842281341553
6.23115587234497,-6.50809526443481,-5.50938320159912,26.0794563293457
6.33165836334228,-6.36204385757446,-7.04364156723022,23.3753509521484
6.4321608543396,-7.7531304359436,-9.7294397354126,23.0714454650879
6.53266334533691,-9.88368988037109,-11.7697811126709,26.2756023406982
6.63316583633423,-10.6600151062012,-10.0217132568359,30.4823532104492
6.73366832733154,-8.84658718109131,-6.36683130264282,30.3472537994385
6.83417081832886,-6.68169450759888,-5.17688941955566,26.9290828704834
6.93467330932617,-6.06831693649292,-6.3479175567627,23.6811752319336
7.03517580032349,-7.15141534805298,-8.95141220092773,22.5043525695801
7.1356782913208,-9.36990642547607,-11.6841669082642,24.8979263305664
7.23618078231812,-10.883152961731,-11.1012506484985,29.7918281555176
7.33668327331543,-9.56287002563477,-7.08028936386108,31.1480560302734
7.43718576431274,-7.03487586975098,-4.9667911529541,27.9841785430908
7.53768825531006,-5.86786794662476,-5.65138053894043,24.2442569732666
7.63819074630737,-6.53652906417847,-8.02657985687256,22.1857357025146
7.73869323730469,-8.66166973114014,-11.1983299255371,23.4791297912598
7.83919620513916,-10.8390140533447,-12.0722246170044,28.4957141876221
7.93969869613647,-10.3506317138672,-8.22253227233887,31.6989707946777
8.04020118713379,-7.62429761886597,-4.9742317199707,29.2470588684082
8.14070320129395,-5.81447219848633,-4.98818016052246,25.1093482971191
8.24120616912842,-5.95307207107544,-7.00281667709351,22.1936092376709
8.34170818328857,-7.79411554336548,-10.2947969436646,22.204288482666
8.44221115112305,-10.4221267700195,-12.6426830291748,26.5856838226318
8.5427131652832,-11.0767965316772,-9.82998657226563,31.6729545593262
8.64321613311768,-8.50551223754883,-5.36776828765869,30.6733341217041
8.74371814727783,-5.98819351196289,-4.41135549545288,26.3302745819092
8.8442211151123,-5.45942878723145,-5.93472194671631,22.6052761077881
8.94472408294678,-6.83188152313232,-9.02861976623535,21.276683807373
9.04522609710693,-9.5752477645874,-12.4959983825684,24.260425567627
9.14572906494141,-11.4962205886841,-11.7185649871826,30.610050201416
9.24623107910156,-9.69134521484375,-6.42703819274902,32.0805244445801
9.34673404693603,-6.51099538803101,-4.02719593048096,27.9688777923584
9.44723606109619,-5.13977146148682,-4.88008689880371,23.5062675476074
9.54773902893066,-5.86551523208618,-7.51810455322266,20.8878059387207
9.64824104309082,-8.33599376678467,-11.4467172622681,21.9525051116943
9.74874401092529,-11.276309967041,-13.280873298645,28.1303634643555
9.84924602508545,-11.0390453338623,-8.5014009475708,32.9385871887207
9.94974899291992,-7.55468320846558,-4.08154726028442,30.0651512145996
10.0502510070801,-5.13027191162109,-3.90687966346741,25.0052337646484
10.1507539749146,-5.00920391082764,-5.91148138046265,21.2013912200928
10.2512559890747,-6.85265350341797,-9.58239841461182,20.2139530181885
10.3517589569092,-10.1553783416748,-13.5434703826904,24.4355125427246
10.4522609710693,-12.0486907958984,-11.6060152053833,32.0887336730957
10.5527639389038,-9.28687381744385,-5.15672254562378,32.4737968444824
10.653265953064,-5.67823839187622,-3.15015554428101,27.2611026763916
10.7537689208984,-4.4192328453064,-4.34499216079712,22.3760738372803
10.8542709350586,-5.35264301300049,-7.25106048583984,19.5254192352295
10.9547739028931,-8.19447612762451,-11.8437814712524,20.6657562255859
11.0552759170532,-11.7830924987793,-14.3552598953247,28.1430892944336
11.1557788848877,-11.5324506759644,-8.3418025970459,34.1622581481934
11.2562818527222,-7.23281478881836,-3.06437802314758,30.4762001037598
11.3567838668823,-4.37707090377808,-2.93073225021362,24.6371173858643
11.4572868347168,-4.10106563568115,-4.87785577774048,20.2056999206543
11.557788848877,-5.85962343215942,-8.60793495178223,18.3497676849365
11.6582918167114,-9.54699039459229,-13.8498802185059,21.8381271362305
11.7587938308716,-12.8149785995483,-13.7272720336914,31.6762924194336
11.8592967987061,-10.3157072067261,-5.32839727401733,34.3636932373047
11.9597988128662,-5.55094718933105,-1.94141101837158,28.4282169342041
12.0603017807007,-3.46072340011597,-2.74759531021118,22.5495471954346
12.1608037948608,-3.78008794784546,-5.04856538772583,18.4219532012939
12.2613067626953,-6.05508279800415,-9.39547348022461,17.1674709320068
12.3618087768555,-10.397144317627,-15.2565116882324,22.376781463623
12.4623117446899,-13.4471492767334,-13.1162414550781,33.9031715393066
12.5628137588501,-9.45339679718018,-3.43056392669678,34.3328819274902
12.6633167266846,-4.41407823562622,-1.02952945232391,27.2916622161865
12.7638187408447,-2.58519387245178,-2.05729603767395,21.2770042419434
12.8643217086792,-2.95568656921387,-4.15186262130737,16.9880599975586
12.9648237228394,-5.09989881515503,-8.31992340087891,15.1560916900635
13.0653266906738,-9.63798999786377,-15.2630958557129,19.4028396606445
13.165828704834,-14.1982622146606,-15.5837526321411,33.2057571411133
13.2663316726685,-10.5498971939087,-3.46657562255859,36.3441352844238
13.3668346405029,-4.21475219726562,0.271308898925781,28.4320621490479
13.4673366546631,-1.5684802532196,-0.39352285861969,21.7329196929932
13.5678396224976,-1.1891884803772,-1.41856479644775,16.7210941314697
13.6683416366577,-1.90989470481873,-3.1662802696228,13.0889701843262
13.7688446044922,-4.02030038833618,-7.21773958206177,11.329550743103
13.8693466186523,-8.9234504699707,-15.6038064956665,15.1990413665771
13.9698495864868,-15.4465160369873,-18.9234180450439,32.8822135925293
14.070351600647,-11.6120414733887,-2.26822924613953,39.1645698547363
14.1708545684814,-3.16381001472473,2.76376724243164,29.3707981109619
14.2713565826416,0.477756381034851,2.46754384040833,22.2412586212158
14.3718595504761,1.96275043487549,3.31884479522705,17.3386516571045
14.4723615646362,3.79286956787109,6.33637809753418,14.4620428085327
14.5728645324707,7.57957792282104,12.7368612289429,15.8279075622559
14.6733665466309,13.359992980957,18.2025451660156,27.6482543945313
14.7738695144653,13.1409816741943,7.36223030090332,38.3598403930664
14.8743715286255,5.85906553268433,-0.576520919799805,31.5073108673096
14.97487449646,1.64885938167572,-0.59079110622406,23.8661460876465
15.0753765106201,0.475465148687363,0.0317418053746223,18.2307300567627
15.1758794784546,0.347939878702164,0.446843564510345,13.9519691467285
15.2763814926147,0.62473076581955,1.10162305831909,10.7032051086426
15.3768844604492,1.45039677619934,2.74610066413879,8.35587215423584
15.4773864746094,3.67701840400696,7.15862798690796,7.47029161453247
15.5778894424438,9.32180404663086,17.3428058624268,12.7177543640137
15.6783924102783,17.1007289886475,20.4111309051514,35.877254486084
15.7788944244385,10.8542728424072,-1.28714215755463,40.1726493835449
15.879397392273,1.07748651504517,-5.15066862106323,28.9613800048828
15.9798994064331,-2.78210473060608,-5.13539361953735,22.7053203582764
16.0804023742676,-4.96466064453125,-7.36450576782227,19.5027008056641
16.1809043884277,-8.06042575836182,-11.8371067047119,20.4747695922852
16.2814064025879,-11.7829504013062,-14.5105018615723,27.9822101593018
16.3819103240967,-11.641016960144,-8.46128845214844,34.2942924499512
16.4824123382568,-7.26624631881714,-2.98355174064636,30.6244068145752
16.582914352417,-4.31482791900635,-2.79695606231689,24.6912498474121
16.6834163665771,-3.97896432876587,-4.70037317276001,20.1607246398926
16.7839202880859,-5.67942380905151,-8.37211894989014,18.1366653442383
16.8844223022461,-9.35559940338135,-13.7349824905396,21.3459300994873
16.9849243164062,-12.8591337203979,-14.1252555847168,31.3407516479492
17.0854263305664,-10.5690021514893,-5.55228710174561,34.6708297729492
17.1859302520752,-5.63559341430664,-1.81392121315002,28.7330722808838
17.2864322662354,-3.37202715873718,-2.5247209072113,22.71266746521
17.3869342803955,-3.5663845539093,-4.70488119125366,18.4111328125
17.4874362945557,-5.69087648391724,-8.8712682723999,16.7954330444336
17.5879402160645,-9.96867370605469,-14.9769515991211,21.300479888916
17.6884422302246,-13.5714244842529,-14.0677299499512,33.2239189147949
17.7889442443848,-10.0107498168945,-3.86788630485535,35.0140571594238
17.8894481658936,-4.6096773147583,-0.818451762199402,27.9152870178223
17.9899501800537,-2.46350240707397,-1.69729948043823,21.6710548400879
18.0904521942139,-2.605952501297,-3.55192804336548,17.1227169036865
18.190954208374,-4.4214653968811,-7.22759866714478,14.7190046310425
18.2914581298828,-8.5724983215332,-14.0422630310059,17.3874568939209
18.391960144043,-13.9414253234863,-17.2681999206543,30.5781898498535
18.4924621582031,-11.9185476303101,-5.19494104385376,37.606689453125
18.5929641723633,-4.96035861968994,0.507267415523529,29.9546890258789
18.6934680938721,-1.55582702159882,0.130328774452209,22.7899036407471
18.7939701080322,-0.777835845947266,-0.645163416862488,17.4527626037598
18.8944721221924,-1.02101933956146,-1.61325597763062,13.4333114624023
18.9949741363525,-2.08522772789001,-3.75137042999268,10.6288442611694
19.0954780578613,-4.85538053512573,-9.04946613311768,10.0340700149536
19.1959800720215,-11.0797872543335,-19.0146217346191,17.7818431854248
19.2964820861816,-16.4426250457764,-15.3684635162354,39.0298652648926
19.3969841003418,-8.58752727508545,1.81589472293854,36.836555480957
19.4974880218506,-0.948829412460327,3.64260220527649,27.0436248779297
19.5979900360107,1.91306126117706,3.7308714389801,20.9285793304443
19.6984920501709,3.73382234573364,5.89001512527466,17.1985034942627
19.7989940643311,6.78442049026489,10.8754167556763,17.0188140869141
19.8994979858398,11.6605949401855,16.4678421020508,24.7596054077148
20,13.3663549423218,10.7171039581299,36.0191650390625
