"time","[u]","[v]","[w]"
0,0,1,1.04999995231628
0.100502513349056,0.906054317951202,2.05775141716003,0.865001618862152
0.201005026698112,2.98903894424438,6.4391942024231,1.35303366184235
0.301507532596588,9.17502021789551,18.7045440673828,7.63306093215942
0.402010053396225,19.2634601593018,23.7107772827148,38.6091918945313
0.502512574195862,10.2569236755371,-5.84930849075317,41.8474807739258
0.603015065193176,-1.64392197132111,-8.61950302124023,29.8117980957031
0.703517615795135,-5.79914999008179,-8.14661884307861,25.8271083831787
0.80402010679245,-7.63351202011108,-9.21783542633057,24.95188331604
0.904522597789764,-9.09179782867432,-10.2989406585693,26.4265384674072
1.00502514839172,-9.71947383880615,-9.62614917755127,28.7178115844727
1.10552763938904,-8.94174003601074,-7.67224597930908,29.1252861022949
1.20603013038635,-7.67275094985962,-6.64523696899414,27.3825359344482
1.30653262138367,-7.15337896347046,-7.19671249389648,25.3364696502686
1.40703523159027,-7.73188161849976,-8.77255821228027,24.565336227417
1.50753772258759,-8.99051094055176,-10.2604751586914,25.9068603515625
1.6080402135849,-9.81449222564697,-9.97487926483154,28.4634895324707
1.70854270458221,-9.19928169250488,-7.95265674591064,29.3829174041748
1.80904519557953,-7.81955718994141,-6.58678579330444,27.7965660095215
1.90954768657684,-7.07730627059937,-6.91093301773071,25.5479583740234
2.01005029678345,-7.49574422836304,-8.44401741027832,24.3989791870117
2.11055278778076,-8.76719093322754,-10.1726608276367,25.4057636260986
2.21105527877808,-9.83995819091797,-10.3158712387085,28.1021690368652
2.31155776977539,-9.46465301513672,-8.31538105010986,29.5852165222168
2.4120602607727,-8.01641464233398,-6.58566045761108,28.2540035247803
2.51256275177002,-7.0366382598877,-6.63193416595459,25.8380355834961
2.61306524276733,-7.25967884063721,-8.07412910461426,24.3028545379639
2.71356773376465,-8.49783039093018,-9.9939489364624,24.9001598358154
2.81407046318054,-9.80119132995606,-10.6161975860596,27.61594581604
2.91457295417786,-9.73031711578369,-8.76194095611572,29.6983127593994
3.01507544517517,-8.26970291137695,-6.6591944694519,28.7456436157227
3.11557793617249,-7.04190969467163,-6.36949968338013,26.2130126953125
3.2160804271698,-7.03254652023315,-7.66982316970825,24.2919883728027
3.31658291816711,-8.18666839599609,-9.71867561340332,24.4151439666748
3.41708540916443,-9.68520832061768,-10.8429298400879,27.0056629180908
3.51758790016174,-9.97780132293701,-9.28771781921387,29.683162689209
3.61809039115906,-8.5825777053833,-6.82971382141113,29.2562236785889
3.71859288215637,-7.10529327392578,-6.13652801513672,26.6790046691895
3.81909537315369,-6.82495212554932,-7.23964262008667,24.3818378448486
3.91959810256958,-7.84068202972412,-9.34587001800537,23.9793224334717
4.02010059356689,-9.48128700256348,-10.9597797393799,26.2840747833252
4.12060308456421,-10.1820659637451,-9.87538623809814,29.494743347168
4.22110557556152,-8.95430469512939,-7.12402057647705,29.7599296569824
4.32160806655884,-7.24118375778198,-5.95055389404297,27.240873336792
4.42211055755615,-6.64993143081665,-6.79395198822022,24.5883388519287
4.52261304855347,-7.46991682052612,-8.87985801696777,23.6239948272705
4.62311553955078,-9.18281364440918,-10.9308948516846,25.4787292480469
4.7236180305481,-10.3114624023438,-10.4890251159668,29.0864562988281
4.82412052154541,-9.37708377838135,-7.57186365127564,30.2148990631103
4.92462301254272,-7.46620988845825,-5.83629417419434,27.9006404876709
5.02512550354004,-6.52380132675171,-6.34536504745483,24.9281387329102
5.12562799453735,-7.08772897720337,-8.33033657073975,23.3821430206299
5.22613048553467,-8.7891674041748,-10.726053237915,24.6333866119385
5.32663297653198,-10.3292455673218,-11.0689277648926,28.4190769195557
